,subject,session,t,p,r,hatr,s_pre,s,a,impact,netw,Cash,Stocks,etas,r_shift
5657,12_C04,12,51,508.255901344943,0.2313302861991824,0.10959280541587368,1.0,1,0,0.153195296199182,66.5267,0.0,0.327643422209755,0.07813499000000038,0.07146746210419508
5658,12_C04,12,52,409.703777902134,-0.21555065789473726,-0.0782523688435699,1.0,1,0,-0.105263157894737,34.23675,0.0,0.327643422209755,-0.11028750000000026,0.2313302861991824
5659,12_C04,12,53,459.038638994961,0.11369998168151074,-0.023969858544955258,1.0,1,0,0.0633474216815088,50.40099,0.0,0.327643422209755,0.05035256000000195,-0.21555065789473726
5660,12_C04,12,54,430.864469915486,-0.06334080163449407,0.0020921021486932645,1.0,1,0,-0.035283801634494,41.16991,0.0,0.327643422209755,-0.028057000000000068,0.11369998168151074
5661,12_C04,12,55,332.55366609378,-0.2589923368421072,0.02098114121235284,1.0,1,0,-0.157894736842105,8.95902,0.0,0.327643422209755,-0.1010976000000022,-0.06334080163449407
5662,12_C04,12,56,338.975074390392,0.019125328947370512,0.07930278259230938,1.0,1,0,0.0526315789473684,11.06295,0.0,0.327643422209755,-0.033506249999997885,-0.2589923368421072
5663,12_C04,12,57,373.673737083664,0.0974564781423819,0.11424467491521462,1.0,1,0,0.0118555081423824,22.43174,0.0,0.327643422209755,0.0856009699999995,0.019125328947370512
5664,12_C04,12,58,469.025619516784,0.22727433684210396,0.09277410375075501,1.0,1,0,0.157894736842105,53.67316,0.0,0.327643422209755,0.06937959999999896,0.0974564781423819
5665,12_C04,12,59,401.522538278357,-0.15539372578947308,-0.11040268151228894,1.0,1,0,-0.210526315789474,31.55622,0.0,0.327643422209755,0.055132590000000925,0.22727433684210396
5666,12_C04,12,60,404.625447011262,0.007698150000000403,0.020893492698124128,1.0,1,0,0.0,32.57287,0.0,0.327643422209755,0.007698150000000403,-0.15539372578947308
5667,12_C04,12,61,482.079104112153,0.17514640000000004,-0.03681507787653793,1.0,1,0,0.0,57.95005,0.0,0.327643422209755,0.17514640000000004,0.007698150000000403
5668,12_C04,12,62,432.690092094599,-0.10808646789473819,-0.04688172751708919,1.0,1,0,-0.105263157894737,41.76806,0.0,0.327643422209755,-0.002823310000001189,0.17514640000000004
5669,12_C04,12,63,515.767755024561,0.17563482789473817,0.6145899785624351,1.0,1,0,0.105263157894737,68.98791,0.0,0.327643422209755,0.07037167000000116,-0.10808646789473819
5670,12_C05,12,1,200.950754058513,0.6978896873684182,0.7419373447293767,-1.0,1,1,0.631578947368421,0.0,0.0,0.497634360560208,0.06631073999999715,0.17563482789473817
5671,12_C05,12,2,260.004905486511,0.2576406247368448,-0.056035801196023804,1.0,1,0,0.263157894736842,29.38737,0.0,0.497634360560208,-0.0055172699999971875,0.6978896873684182
5672,12_C05,12,3,202.646631225397,-0.24923676876739087,-0.03923958023110874,1.0,1,0,-0.0698758687673895,0.84393,0.0,0.497634360560208,-0.17936090000000138,0.2576406247368448
5673,12_C05,12,4,225.988488858392,0.1090203343942262,-0.013146362777927578,1.0,1,0,-0.000442305605776387,12.45964,0.0,0.497634360560208,0.1094626400000026,-0.24923676876739087
5674,12_C05,12,5,245.053394386083,0.08099205934960452,0.10097685414205593,1.0,1,0,0.0134855193496064,21.94699,0.0,0.497634360560208,0.06750653999999812,0.1090203343942262
5675,12_C05,12,6,289.39063133806,0.16630131789473523,0.11529497459677707,1.0,1,0,0.105263157894737,44.01072,0.0,0.497634360560208,0.06103815999999823,0.08099205934960452
5676,12_C05,12,7,265.964075558527,-0.08441619559473512,-0.03298783779528058,1.0,1,0,-0.105263157894737,32.35286,0.0,0.497634360560208,0.02084696230000188,0.16630131789473523
5677,12_C05,12,8,323.389197350634,0.1954952978468283,-0.0619003275075487,1.0,1,0,0.0589565978468287,60.92958,0.0,0.497634360560208,0.1365386999999996,-0.08441619559473512
5678,12_C05,12,9,307.608547288526,-0.050028518947369705,0.07907661126683596,1.0,1,0,-0.0526315789473684,53.07658,0.0,0.497634360560208,0.002603059999998693,0.1954952978468283
5679,12_C05,12,10,364.260970314747,0.16904253789473866,0.054997158060484,1.0,1,0,0.105263157894737,81.26878,0.0,0.497634360560208,0.06377938000000166,-0.050028518947369705
5680,12_C05,12,11,315.810962713685,-0.14272674684210518,0.015632443474277835,1.0,1,0,-0.157894736842105,57.15839,0.0,0.497634360560208,0.015167989999999826,0.16904253789473866
5681,12_C05,12,12,322.13743971268,0.01983447056174814,,1.0,1,0,-0.026945869438252,60.30666,0.0,0.497634360560208,0.04678034000000014,-0.14272674684210518
5682,12_C05,12,13,315.200659102109,-0.02176883684210651,-0.03840598840444276,1.0,1,0,-0.157894736842105,56.85468,0.0,0.497634360560208,0.1361258999999985,0.01983447056174814
5683,12_C05,12,14,320.059167113156,0.015296426889470638,,1.0,1,0,0.0430162568894705,59.27244,0.0,0.497634360560208,-0.027719829999999862,-0.02176883684210651
5684,12_C05,12,15,282.536915371164,-0.12469666000136481,0.015319306398738242,1.0,1,0,-0.00976766000136648,40.60008,0.0,0.497634360560208,-0.11492899999999834,0.015296426889470638
